"","V1","V2"
"1052","40.8125","-121.6875"
"1053","40.8125","-121.8125"
"1054","40.8125","-121.9375"
"1055","40.8125","-122.0625"
"1056","40.8125","-122.1875"
"1057","40.8125","-122.3125"
"1058","40.8125","-122.4375"
"1059","40.8125","-122.5625"
"1060","40.8125","-122.6875"
"1061","40.8125","-122.8125"
"1062","40.8125","-122.9375"
"1063","40.9375","-120.5625"
"1064","40.9375","-120.6875"
"1065","40.9375","-120.8125"
"1066","40.9375","-120.9375"
"1067","40.9375","-121.0625"
"1068","40.9375","-121.1875"
"1069","40.9375","-121.3125"
"1070","40.9375","-121.4375"
"1071","40.9375","-121.5625"
"1072","40.9375","-121.6875"
"1073","40.9375","-121.8125"
"1074","40.9375","-121.9375"
"1075","40.9375","-122.0625"
"1076","40.9375","-122.1875"
"1077","40.9375","-122.3125"
"1078","40.9375","-122.4375"
"1079","40.9375","-122.5625"
"1080","40.9375","-122.6875"
"1081","40.9375","-122.8125"
"1082","40.9375","-122.9375"
"1083","41.0625","-120.1875"
"1084","41.0625","-120.3125"
"1085","41.0625","-120.4375"
"1086","41.0625","-120.5625"
"1087","41.0625","-120.6875"
"1088","41.0625","-120.8125"
"1089","41.0625","-120.9375"
"1090","41.0625","-121.0625"
"1091","41.0625","-121.1875"
"1092","41.0625","-121.3125"
"1093","41.0625","-121.4375"
"1094","41.0625","-121.5625"
"1095","41.0625","-121.6875"
"1096","41.0625","-121.8125"
"1097","41.0625","-121.9375"
"1098","41.0625","-122.0625"
"1099","41.0625","-122.1875"
"1100","41.0625","-122.3125"
"1101","41.0625","-122.4375"
"1102","41.0625","-122.5625"
"1103","41.0625","-122.6875"
"1104","41.0625","-122.8125"
"1105","41.0625","-122.9375"
"1106","41.1875","-120.1875"
"1107","41.1875","-120.3125"
"1108","41.1875","-120.4375"
"1109","41.1875","-120.5625"
"1110","41.1875","-120.6875"
"1111","41.1875","-120.8125"
"1112","41.1875","-120.9375"
"1113","41.1875","-121.0625"
"1114","41.1875","-121.1875"
"1115","41.1875","-121.3125"
"1116","41.1875","-121.4375"
"1117","41.1875","-121.5625"
"1118","41.1875","-121.6875"
"1119","41.1875","-121.8125"
"1120","41.1875","-121.9375"
"1121","41.1875","-122.0625"
"1122","41.1875","-122.1875"
"1123","41.1875","-122.3125"
"1124","41.1875","-122.4375"
"1125","41.1875","-122.5625"
"1126","41.1875","-122.6875"
"1127","41.1875","-122.8125"
"1128","41.3125","-120.1875"
"1129","41.3125","-120.3125"
"1130","41.3125","-120.4375"
"1131","41.3125","-120.5625"
"1132","41.3125","-120.6875"
"1133","41.3125","-120.8125"
"1134","41.3125","-120.9375"
"1135","41.3125","-121.0625"
"1136","41.3125","-121.1875"
"1137","41.3125","-121.3125"
"1138","41.3125","-121.4375"
"1139","41.3125","-121.5625"
"1140","41.3125","-121.6875"
"1141","41.3125","-121.8125"
"1142","41.3125","-121.9375"
"1143","41.3125","-122.0625"
"1144","41.3125","-122.1875"
"1145","41.3125","-122.3125"
"1146","41.3125","-122.4375"
"1147","41.3125","-122.5625"
"1148","41.4375","-120.1875"
"1149","41.4375","-120.3125"
"1150","41.4375","-120.4375"
"1151","41.4375","-120.5625"
"1152","41.4375","-120.6875"
"1153","41.4375","-120.8125"
"1154","41.4375","-120.9375"
"1155","41.4375","-121.0625"
"1156","41.4375","-121.1875"
"1157","41.4375","-121.3125"
"1158","41.4375","-121.4375"
"1159","41.4375","-121.5625"
"1160","41.4375","-121.6875"
"1161","41.4375","-121.8125"
"1162","41.4375","-121.9375"
"1163","41.4375","-122.0625"
"1164","41.4375","-122.1875"
"1165","41.4375","-122.3125"
"1166","41.4375","-122.4375"
"1167","41.4375","-122.5625"
"1168","41.5625","-120.3125"
"1169","41.5625","-120.4375"
"1170","41.5625","-120.5625"
"1171","41.5625","-120.6875"
"1172","41.5625","-120.8125"
"1173","41.5625","-120.9375"
"1174","41.5625","-121.0625"
"1175","41.5625","-121.1875"
"1176","41.5625","-121.3125"
"1177","41.5625","-121.4375"
"1178","41.5625","-121.5625"
"1179","41.5625","-121.6875"
"1180","41.5625","-121.8125"
"1181","41.5625","-122.0625"
"1182","41.5625","-122.1875"
"1183","41.6875","-120.1875"
"1184","41.6875","-120.3125"
"1185","41.6875","-120.4375"
"1186","41.6875","-120.5625"
"1187","41.6875","-120.6875"
"1188","41.6875","-120.8125"
"1189","41.8125","-120.1875"
"1190","41.8125","-120.3125"
"1191","41.8125","-120.4375"
"1192","41.8125","-120.5625"
"1193","41.8125","-120.6875"
"1194","41.9375","-120.1875"
"1195","41.9375","-120.3125"
"1196","41.9375","-120.4375"
"1197","41.9375","-120.5625"
"1198","41.9375","-120.6875"
"1199","42.0625","-120.1875"
"1200","42.0625","-120.3125"
"1201","42.0625","-120.4375"
"1202","42.0625","-120.5625"
"1203","42.0625","-120.6875"
"1204","42.0625","-120.8125"
"1205","42.0625","-120.9375"
"1206","42.1875","-120.3125"
"1207","42.1875","-120.4375"
"1208","42.1875","-120.5625"
"1209","42.1875","-120.6875"
"1210","42.1875","-120.8125"
"1211","42.3125","-120.3125"
"1212","42.3125","-120.4375"
"1213","42.3125","-120.5625"
"1214","42.3125","-120.6875"
"1215","42.3125","-120.8125"
"1216","42.4375","-120.4375"
"1217","42.4375","-120.5625"
